Year,Family,Genus,Reported.Taxon,Quantity,Unit,Importer,Exporter,Origin,Purpose,Source,Reporter.Type,import_permit_hash,export_permit_hash,origin_permit_hash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,261.3,kg,HK,MX,,T,W,I,,207acd0a1322cd39cdd06d7ff3764681af8551d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Alopiidae,Alopias,Alopias pelagicus,9296,kg,PE,EC,,T,W,I,47c6c6a78fc400a1dd4b31331dcf830c937a85c7,207c7ae7790a133de3568d1ef376d777ad4834b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Alopiidae,Alopias,Alopias pelagicus,750.7,kg,HK,MX,,T,W,I,,2087d38d48f83ba4517c85effc5a2f8615137555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Rhincodontidae,Rhincodon,Rhincodon typus,0.12,g,GB,MX,,S,W,I,4e0eb88d46ce4726e242226421fe120ce535d9a9,209aec1c966a669e62af2aa22b759809bbe15faa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Myliobatidae,Mobula,Mobula mobular,375,kg,HK,LK,,T,W,E,,20b757bd22649ded080e97c4393f22d9f8936e3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Myliobatidae,Mobula,Mobula spp.,275,kg,HK,LK,,T,W,E,,20b757bd22649ded080e97c4393f22d9f8936e3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Myliobatidae,Mobula,Mobula tarapacana,200,kg,HK,LK,,T,W,E,,20b757bd22649ded080e97c4393f22d9f8936e3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,26500,kg,TW,CR,,T,,E,,20f012ec66d00073c7333433db8af5c00d1f91d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,6324,kg,KR,TW,,T,W,I,5dededfae49f95e1758c1e6d053d3c39baa48f0d,20f60074a871d9682de231027ae35c5d177f1aae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias pelagicus,1796,kg,PE,EC,,T,W,I,0aeb7c7fc34f99772de43a0f3b4105ff35f1a803,21319ec5ad39c9916118d24e890d239b21af9cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias superciliosus,155,kg,PE,EC,,T,W,I,0aeb7c7fc34f99772de43a0f3b4105ff35f1a803,21319ec5ad39c9916118d24e890d239b21af9cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias vulpinus,0.1,kg,PE,EC,,T,W,I,0aeb7c7fc34f99772de43a0f3b4105ff35f1a803,21319ec5ad39c9916118d24e890d239b21af9cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,19,kg,PE,EC,,T,W,I,0aeb7c7fc34f99772de43a0f3b4105ff35f1a803,21319ec5ad39c9916118d24e890d239b21af9cf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Lamnidae,Isurus,Isurus oxyrinchus,9959.35,kg,HK,ES,HS,T,O,E,,21454443fb5d49b277eadfd1eb73ae77fa8d72e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,25.5,kg,HK,MX,,T,W,I,,215007e68c3be528f34bc75b77ae9f8865395729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Sphyrnidae,Sphyrna,Sphyrna zygaena,316.13,kg,HK,MX,,T,W,I,,215007e68c3be528f34bc75b77ae9f8865395729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,83.03,kg,HK,MX,,T,W,I,,215f6e379a93eb079bf065b2364f8d7cfeb5e34a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Myliobatidae,Mobula,Mobula mobular,350,kg,HK,LK,,T,W,E,,2174abbc6305b31d1f01664f91465fb508de50ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Myliobatidae,Mobula,Mobula spp.,250,kg,HK,LK,,T,W,E,,2174abbc6305b31d1f01664f91465fb508de50ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Myliobatidae,Mobula,Mobula tarapacana,350,kg,HK,LK,,T,W,E,,2174abbc6305b31d1f01664f91465fb508de50ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,175.3,kg,CN,MX,,T,W,E,,218709dce05f571b420ed8b70b084355790c57be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,8020,kg,KR,TW,,T,W,I,5a7a49448d3763337ce6612bf0181e018feccf4e,21d899f482e9bb54c5ce2d97ab95c72d8d696de0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,505.3,kg,HK,MX,,T,W,I,,21f460d3eafd95d4f8b849434a6e45102bbd2acb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Myliobatidae,Mobula,Mobula japanica,400,kg,HK,LK,,T,W,E,,2229efae9f3a8400e83a53d17f1b6002cf9398ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Myliobatidae,Mobula,Mobula tarapacana,400,kg,HK,LK,,T,W,E,,2229efae9f3a8400e83a53d17f1b6002cf9398ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1775,kg,HK,LK,,T,W,E,,222f547d5073078e0eb783442949eb4fa38f3ad1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,39.3,kg,PE,EC,,T,W,I,55cbbd65eaa2bd48b67c6eed26fe070d936be1e8,224cebdbff438389050dfaf76deea272057b7653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,623,kg,KR,TW,,T,W,I,6e04b8769d6daba787fa77596ef4c3790a17cff5,2252a3681d8e351823bfc492a7a410cf6cc18ad7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,28730,kg,PT,NAM,,T,W,I,b7c332f66bc1d90a1d137aa2775eb0fa3b9f8528,22682f1e378bf783f175d93ad15d79a93e3029e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Alopiidae,Alopias,Alopias vulpinus,1009.89,kg,HK,PE,,T,W,I,,226875b5b95cce1d0046bd68f946d530a1e55882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Alopiidae,Alopias,Alopias pelagicus,674.7,kg,HK,CR,,T,W,I,,2277012aeef88c2c086927eaf1605a6e925cd8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,2141.48,kg,HK,CR,,T,W,I,,2277012aeef88c2c086927eaf1605a6e925cd8cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,9796,kg,TW,JP,,T,W,E,,227c0b2f7cc639a14caf29da835131d7908211aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,15000,kg,TW,JP,,T,W,E,,227c0b2f7cc639a14caf29da835131d7908211aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Lamnidae,Lamna,Lamna nasus,133,kg,DK,NO,,T,W,E,,228bd2f7a26e493923439c024dbe0cdec88171a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,3627,kg,KR,TW,,T,W,I,de15a8158dd53dbf5e0016c6424d86a79d5dfd46,229bf9cdc96f52453909d5030bbffc76ea6cc634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,180,kg,EC,PE,,T,W,E,,22ac8dbdf90e8c58981fb00f6ff2a7535d070444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Sphyrnidae,Sphyrna,Sphyrna lewini,1020,kg,HK,MX,,T,W,I,,22ae1253d352a745da7af9c4479410a02a18fe8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,1313,kg,ES,MA,,T,W,I,f4167cb1b1749638ce5cdb5a2691bcad4b5e3dec,22e2b16b588328129b409e9589dff8d11603e638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Sphyrnidae,Sphyrna,Sphyrnidae spp.,1075,kg,HK,ID,,T,O,I,,22f3232d96ab1ebee57cf60daab3776fc6548edc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias pelagicus,2000,kg,HK,PE,,T,W,E,,23112d0c4c8fe416e30bad41da330c846888aca4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,24900,kg,KR,SN,,T,W,I,189740c5f24e15e6ac8f6649d1cb0e5af9def0e6,23212adf977a0833395a64b2d7c3f1d5155a47cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Lamnidae,Isurus,Isurus oxyrinchus,598,kg,HK,MX,,T,W,I,,232234a895fa773eefcbcd7b316e7262c1edf2e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,546.18,kg,HK,MX,,T,W,I,,232bd010ff1783f49fbfb17fde183cdd7408f9fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Sphyrnidae,Sphyrna,Sphyrna zygaena,105.48,kg,HK,MX,,T,W,I,,232bd010ff1783f49fbfb17fde183cdd7408f9fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias pelagicus,1443.4,kg,PE,EC,,T,W,I,2e708600240e46a8ed64dc727f8fdb9e0109c9ea,23303c4ea0c3072934b431c30bad9b02d12a5f74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Alopiidae,Alopias,Alopias superciliosus,375,kg,PE,EC,,T,W,I,2e708600240e46a8ed64dc727f8fdb9e0109c9ea,23303c4ea0c3072934b431c30bad9b02d12a5f74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,6.7,kg,PE,EC,,T,W,I,2e708600240e46a8ed64dc727f8fdb9e0109c9ea,23303c4ea0c3072934b431c30bad9b02d12a5f74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1000,kg,HK,LK,,T,W,I,,2336518b30a232ec26680f1150fbf968712e6ec9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,200,kg,HK,LK,,T,W,I,,2336518b30a232ec26680f1150fbf968712e6ec9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Sphyrnidae,Sphyrna,Sphyrna lewini,36.26,kg,HK,AU,,T,W,I,,234f05e428cf6f8e49855df869957eb14f1bf088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Sphyrnidae,Sphyrna,Sphyrna lewini,45.8,kg,HK,AU,,T,W,I,,234f05e428cf6f8e49855df869957eb14f1bf088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,208.2,kg,HK,MX,,T,W,I,,23ab1521f86fab3d5dc06a22b72bfb80005b3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1108,kg,HK,ID,,T,W,I,,23dca054b211d9848aad235144b09b34ad6f110e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,1200,kg,HK,LK,,T,W,E,,23f5782e5502724481c50638b9084ee3d63287d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Sphyrnidae,Sphyrna,Sphyrna lewini,300,kg,HK,LK,,T,W,E,,23f5782e5502724481c50638b9084ee3d63287d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,285.5,kg,HK,MX,,T,W,I,,242003f3ba8d33c4d4250366c02f8217b0a7b2c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,4548,kg,IT,NAM,,T,W,E,,2467347896c78a3c3e80c55711c40fed8ddf8eba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Carcharhinidae,Carcharhinus,Carcharhinus falciformis,753.9,kg,HK,ID,,T,W,I,,24e5c4c219406a191505a7dde8643e305c6a01ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Lamnidae,Isurus,Isurus oxyrinchus,1200,kg,TW,VU,,T,W,E,,24e99de40d3f36383e54c5684353271134240bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Sphyrnidae,Sphyrna,Sphyrna lewini,180,kg,HK,MX,,T,W,I,,24f55d2b4e7a46b1b76320580fe4058ff9cd44ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Sphyrnidae,Sphyrna,Sphyrna zygaena,150,kg,HK,MX,,T,W,I,,24f55d2b4e7a46b1b76320580fe4058ff9cd44ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Alopiidae,Alopias,Alopias pelagicus,12000,kg,PE,EC,,T,W,I,665b8d1412eb347ad5b4281ebe8acaecd63a2b37,251f59c507ed3d142c198e95079a6034bbfbfe81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
